CPU Total,CPU Package Temperature,Memory,Used Memory,Temperature,Used Space
8.984375,43,55.5694,2.17602158,39,92.129
30.859375,43,55.7180557,2.1818428,39,92.129
17.96875,45,55.83379,2.18637466,39,92.129
11.328125,43,55.81596,2.18567657,39,92.129
16.40625,43,56.1950073,2.20051956,39,92.129
4.6875,42,56.1732826,2.199669,39,92.129
5.505955,42,56.15244,2.19885254,39,92.129
2.71033645,42,56.13656,2.19823074,39,92.129
2.34375,42,56.13617,2.19821548,39,92.129
1.953125,42,55.9251633,2.18995285,39,92.129
2.734375,42,55.8942833,2.18874359,39,92.129
2.34375,41,55.89136,2.18862915,39,92.129
1.953125,41,55.8871727,2.188465,39,92.129
2.34375,42,55.88415,2.18834686,39,92.129
2.34375,43,55.8780136,2.18810654,39,92.129
3.125,42,55.87977,2.1881752,39,92.129
1.171875,41,55.8526878,2.18711472,39,92.129
2.33774185,41,55.8477173,2.18692017,39,92.129
1.171875,41,55.8452835,2.1868248,39,92.129
1.171875,41,55.8452835,2.1868248,39,92.12885
2.34375,42,55.79258,2.184761,39,92.12885
5.078125,43,55.8032,2.18517685,39,92.12885
1.953125,42,55.8032,2.18517685,39,92.12885
2.734375,42,55.8011551,2.18509674,39,92.12885
2.34375,42,55.8015442,2.185112,39,92.12885
6.25,42,55.7900467,2.18466187,39,92.12885
5.859375,42,55.81791,2.18575287,39,92.12885
1.953125,42,55.8003731,2.18506622,39,92.12885
5.46875,43,55.39259,2.169098,39,92.12885
4.6875,40,52.9684753,2.074173,39,92.12885
1.171875,41,52.95396,2.07360458,39,92.12885
5.078125,41,52.9495773,2.073433,39,92.12885
5.859375,42,52.9073944,2.07178116,39,92.12885
2.734375,41,52.8913231,2.07115173,39,92.12885
5.078125,41,52.8883,2.07103348,39,92.12885
5.078125,41,50.7248764,1.98631668,39,92.12885
8.203125,43,50.63077,1.98263168,39,92.12885
16.40625,41,50.50491,1.97770309,39,92.12885
3.125,41,50.50121,1.97755814,39,92.12885
8.984375,41,50.5004272,1.97752762,39,92.12885
3.515625,40,50.4989662,1.9774704,39,92.12885
4.296875,40,50.4956551,1.9773407,39,92.12885
3.87619734,40,50.49692,1.97739029,39,92.12885
3.88221145,40,50.49624,1.97736359,39,92.12885
3.8461566,40,50.4961433,1.97735977,39,92.12885
3.125,40,50.4888344,1.97707367,39,92.12885
1.15385056,40,50.4475327,1.97545624,39,92.12885
4.296875,40,50.4448051,1.97534943,39,92.12885
1.171875,40,50.4423676,1.975254,39,92.12885
1.53846145,40,50.3508949,1.971672,39,92.13026
1.171875,40,50.34622,1.971489,39,92.13026
1.15385056,40,50.33979,1.97123718,39,92.13026
0.7692337,39,50.3351135,1.97105408,39,92.13026
3.076923,39,50.3137779,1.97021866,39,92.13026
0.78125,40,50.31183,1.97014236,39,92.13026
5.46875,40,50.3053,1.96988678,39,92.13026
1.9230783,40,50.29712,1.96956635,39,92.13026
1.5625,39,50.2942963,1.96945572,39,92.13026
1.171875,39,50.2920532,1.969368,39,92.13026
1.19707584,39,50.28777,1.96920013,39,92.13026
0.757575035,39,50.2841644,1.969059,39,92.13026
1.171875,40,50.2841644,1.969059,39,92.13026
0.793647766,39,50.2814369,1.96895218,39,92.13026
3.467548,39,50.2776375,1.96880341,39,92.13026
1.953125,40,50.27345,1.96863937,39,92.13026
1.171875,39,50.2705269,1.96852493,39,92.13026
0.793647766,39,50.26575,1.968338,39,92.13026
1.953125,39,50.2593231,1.96808624,39,92.13026
1.171875,39,50.25913,1.96807861,39,92.13026
1.95932388,39,50.25562,1.96794128,39,92.13026
1.9411087,39,50.2536736,1.967865,39,92.13026
4.296875,39,50.2484131,1.967659,39,92.13026
2.35614777,39,50.2110023,1.96619415,39,92.13026
1.15385056,38,50.19542,1.9655838,39,92.13026
1.171875,39,50.1918144,1.96544266,39,92.13026
1.5625,40,50.18587,1.96521,39,92.13026
1.171875,39,50.1864548,1.96523285,39,92.13026
1.171875,39,50.1856766,1.96520233,39,92.13026
1.953125,39,50.18392,1.96513367,39,92.13026
3.90625,39,50.1826553,1.96508408,39,92.13026
1.5625,39,50.180027,1.96498108,39,92.13026
1.171875,39,50.17954,1.964962,39,92.13026
1.5625,38,50.1751556,1.96479034,39,92.13026
1.5625,38,50.17496,1.96478271,39,92.13026
1.5625,39,50.1717453,1.96465683,39,92.13026
1.5625,39,50.1702843,1.96459961,39,92.13026
0.78125,39,50.16668,1.96445847,39,92.13026
3.076923,40,50.1659,1.964428,39,92.13026
2.30768919,39,50.1631737,1.96432114,39,92.13026
0.7692337,38,50.1622963,1.9642868,39,92.13026
1.16586685,39,50.1593742,1.96417236,39,92.13026
1.14802122,39,50.1599579,1.96419525,39,92.13026
0.7692337,38,50.158886,1.96415329,39,92.13026
1.18447542,39,50.15713,1.96408463,39,92.13026
1.52115226,38,50.1525536,1.96390533,39,92.13026
1.92307234,40,50.1484642,1.96374512,39,92.13026
2.349949,39,50.14778,1.96371841,39,92.13026
0.775241852,38,50.1434,1.96354675,39,92.13026
3.05395722,38,49.93181,1.95526123,39,92.13026
0.7692337,38,49.93278,1.95529938,39,92.13026
1.171875,38,49.9307365,1.95521927,39,92.13026
1.53846145,39,49.92606,1.95503616,39,92.13026
1.171875,38,49.9282036,1.95512009,39,92.13026
1.171875,39,49.92752,1.95509338,39,92.13026
3.125,39,49.9270363,1.95507431,39,92.13026
1.16586685,38,49.92421,1.95496368,39,92.13026
1.1598587,39,49.926548,1.95505524,39,92.13026
0.78125,38,49.9245033,1.95497513,39,92.13026
1.15385056,38,49.92421,1.95496368,39,92.13026
1.15385056,38,49.9209938,1.9548378,39,92.13202
1.171875,39,49.92372,1.95494461,39,92.13202
1.57510042,39,49.9231377,1.95492172,39,92.13202
4.62831259,39,49.9144669,1.95458221,39,92.13202
2.35634446,39,49.90901,1.95436859,39,92.13202
1.5504837,38,49.9115448,1.95446777,39,92.13202
1.5625,39,49.91135,1.95446014,39,92.13202
1.15385056,38,49.9082336,1.95433807,39,92.13202
1.171875,38,49.90726,1.95429993,39,92.13202
1.5625,39,49.9097939,1.95439911,39,92.13202
1.1598587,38,49.9087219,1.95435715,39,92.13202
20.4179039,42,50.18246,1.96507645,39,92.13202
3.515625,39,50.1788559,1.9649353,39,92.13202
3.49158645,39,50.1664848,1.96445084,39,92.13202
3.14980149,39,50.1627846,1.96430588,39,92.13202
6.592548,40,50.160347,1.96421051,39,92.13202
21.09375,39,50.1709671,1.96462631,39,92.13202
3.125,39,50.16824,1.9645195,39,92.13202
9.430801,40,50.1653175,1.96440506,39,92.13202
5.072117,39,50.16473,1.96438217,39,92.13202
3.125,39,50.16619,1.96443939,39,92.13202
6.53846264,39,50.18324,1.965107,39,92.13202
1.18427277,39,50.1759338,1.96482086,39,92.13202
1.953125,39,50.1754456,1.96480179,39,92.13202
3.10696959,39,50.177494,1.9648819,39,92.13202
1.953125,39,50.1718445,1.96466064,39,92.13202
1.53846741,39,50.1695061,1.96456909,39,92.13202
4.2367754,39,50.171257,1.96463776,39,92.13202
2.72836685,39,50.1696,1.96457291,39,92.13202
3.90625,40,50.16668,1.96445847,39,92.13202
3.90625,39,50.16444,1.96437073,39,92.13082
4.6875,39,50.16863,1.96453476,39,92.13082
3.90625,39,50.1664848,1.96445084,39,92.13082
3.515625,40,50.1613235,1.96424866,39,92.13082
2.734375,39,50.1585922,1.96414185,39,92.13082
9.375,41,50.161808,1.96426773,39,92.13082
5.078125,39,50.13775,1.9633255,39,92.13082
14.453125,39,50.1050148,1.96204376,39,92.13082
5.46875,39,50.1121254,1.96232224,39,92.13082
5.000001,39,50.1130028,1.96235657,39,92.13082
21.484375,42,50.3053,1.96988678,39,92.13082
23.4375,39,50.5744667,1.98042679,39,92.13082
4.615384,39,50.5798225,1.9806366,39,92.13082
6.538457,40,50.5705681,1.9802742,39,92.13082
6.92307949,39,50.5400772,1.9790802,39,92.13082
11.9230747,42,50.5414429,1.97913361,39,92.13082
12.3015881,39,50.4749069,1.97652817,39,92.13082
4.6875,39,50.45201,1.97563171,39,92.13082
7.421875,39,50.4470444,1.97543716,39,92.13082
2.734375,39,50.4451942,1.97536469,39,92.13082
2.36854553,39,50.4480171,1.97547531,39,92.13082
4.26082039,39,50.4455833,1.97538,39,92.13082
1.953125,39,50.4006729,1.97362137,39,92.13082
2.349949,39,50.3135834,1.970211,39,92.13082
1.953125,39,50.312027,1.97015,39,92.13082
1.953125,39,50.2811432,1.96894073,39,92.13082
2.35614777,39,50.2780266,1.96881866,39,92.13082
1.5625,39,50.2799759,1.968895,39,92.13082
1.5625,39,50.27793,1.96881485,39,92.13082
4.296875,39,50.25864,1.96805954,39,92.13082
8.59375,39,50.2256165,1.96676636,39,92.13085
2.734375,39,50.2728653,1.96861649,39,92.13085
1.57489777,39,50.29975,1.96966934,39,92.13085
3.49158645,39,50.3425179,1.971344,39,92.13085
12.109375,39,50.6575623,1.98368073,39,92.13085
19.2460289,42,50.71845,1.98606491,39,92.13085
35.8173065,40,51.0578461,1.99935532,39,92.13085
9.765625,41,51.0100136,1.9974823,39,92.13085
22.65625,39,51.02755,1.998169,39,92.13085
25,40,51.0386543,1.99860382,39,92.13085
4.6875,40,51.0306664,1.998291,39,92.13085
7.8125,41,50.8783073,1.99232483,39,92.13085
27.734375,40,50.83408,1.990593,39,92.13085
29.6875,40,51.32126,2.00967026,39,92.13085
16.015625,39,51.06759,1.99973679,39,92.13085
5.46875,40,51.0483971,1.99898529,39,92.13085
8.846151,39,51.0303726,1.99827957,39,92.13085
9.230768,40,51.0487862,1.99900055,39,92.13085
6.53846264,40,51.0632057,1.99956512,39,92.13085
22.65625,40,51.1435738,2.00271225,39,92.13085
5.859375,40,51.1873131,2.004425,39,92.13085
4.615384,40,51.17046,2.003765,39,92.13085
4.615384,39,51.16627,2.003601,39,92.13085
4.23076725,39,51.1585732,2.00329971,39,92.13085
5.859375,39,51.0021248,1.99717331,39,92.13085
4.6875,39,50.99696,1.99697113,39,92.13085
1.5625,39,50.9941368,1.9968605,39,92.13085
4.296875,40,50.992382,1.99679184,39,92.13085
6.25,39,50.9955978,1.99691772,39,92.13085
24.21875,41,50.96189,1.99559784,39,92.13085
5.46875,39,50.95702,1.9954071,39,92.13086
22.65625,42,50.9867325,1.99657059,39,92.13086
26.5625,40,51.0100136,1.9974823,39,92.13086
3.125,40,51.0205345,1.99789429,39,92.13086
2.30769515,39,51.0187836,1.99782562,39,92.13086
4.61537838,39,51.0016365,1.99715424,39,92.13086
2.74677277,39,51.0015373,1.99715042,39,92.13086
3.1129837,40,50.955265,1.99533844,39,92.13086
8.203125,39,51.0038757,1.997242,39,92.13086
3.515625,40,51.00193,1.99716568,39,92.13086
29.4642868,40,51.0369,1.99853516,39,92.13086
9.687501,41,51.07801,2.000145,39,92.13086
4.6875,42,50.8800621,1.99239349,39,92.13086
5.46875,40,51.0174179,1.99777222,39,92.13086
3.90625,40,50.81937,1.99001694,39,92.13086
48.4375,43,51.811264,2.02885818,39,92.13086
33.4883461,40,52.3383865,2.04949951,39,92.13086
2.7223587,40,52.31569,2.04861069,39,92.13086
9.580421,42,52.1915779,2.04375076,39,92.13086
67.1875,44,56.84955,2.22615051,39,92.13086
28.515625,43,57.2581139,2.24214935,39,92.13086
17.96875,41,57.61281,2.25603867,39,92.13086
13.0769253,42,57.5925446,2.25524521,39,92.13086
14.84375,42,57.56449,2.25414658,39,92.13086
24.609375,42,57.5623474,2.25406265,39,92.13086
21.484375,42,57.02782,2.23313141,39,92.13086
19.53125,42,57.0138931,2.232586,39,92.13086
10.9375,42,57.0133057,2.232563,39,92.13086
9.765625,41,56.99889,2.23199844,39,92.13086
28.515625,43,56.9727821,2.230976,39,92.13086
34.375,43,57.38914,2.24728012,39,92.131
32.8125,45,57.48831,2.25116348,39,92.131
16.40625,42,57.5620537,2.25405121,39,92.131
42.578125,45,57.535656,2.25301743,39,92.131
39.84375,42,58.0904427,2.27474213,39,92.131
29.6875,44,58.25303,2.28110886,39,92.131
26.953125,42,58.37597,2.285923,39,92.131
42.578125,44,58.5409927,2.292385,39,92.131
73.4375,46,59.21268,2.31868744,39,92.131
69.140625,48,61.17387,2.395485,39,92.131
59.765625,44,61.4225731,2.40522385,39,92.131
27.734375,43,61.269825,2.3992424,39,92.131
48.046875,47,61.99889,2.4277916,39,92.131
18.75,43,62.1552429,2.43391418,39,92.131
16.40625,43,62.2917252,2.43925858,39,92.131
37.5,45,63.3057327,2.47896576,39,92.131
49.21875,47,63.3509331,2.48073578,39,92.131
32.421875,48,63.85516,2.50048065,39,92.131
83.203125,48,64.12013,2.51085663,39,92.131
33.984375,47,63.0379333,2.46847916,39,92.131
25.390625,45,64.5714645,2.52853012,39,92.131
25,44,64.4985046,2.525673,39,92.131
11.328125,44,64.28399,2.517273,39,92.131
39.453125,48,64.365036,2.52044678,39,92.131
33.203125,45,64.36299,2.52036667,39,92.131
31.25,48,64.6323547,2.53091431,39,92.131
21.09375,45,64.42972,2.52297974,39,92.131
31.25,45,64.39339,2.52155685,39,92.131
15.234375,45,64.12861,2.51118851,39,92.131
17.1875,44,64.11721,2.51074219,39,92.131
7.03125,44,64.08263,2.509388,39,92.1233444
12.109375,44,64.0573,2.50839615,39,92.1233444
13.28125,44,64.02291,2.50704956,39,92.1233444
14.84375,44,64.04814,2.50803757,39,92.1233444
19.921875,46,64.09393,2.50983047,39,92.1233444
20.7692261,45,64.118576,2.51079559,39,92.1233444
18.359375,44,64.19359,2.513733,39,92.1233444
20.3125,45,64.1087341,2.51041031,39,92.1233444
18.75,44,63.8435669,2.5000267,39,92.1233444
16.40625,45,63.7815132,2.49759674,39,92.1233444
25.390625,48,63.8350945,2.49969482,39,92.1233444
22.65625,45,63.699,2.49436569,39,92.1233444
13.28125,46,63.7321243,2.49566269,39,92.1233444
17.1875,45,63.7524834,2.49646,39,92.1233444
17.96875,44,63.6892624,2.49398422,39,92.1233444
23.046875,45,63.39185,2.482338,39,92.1233444
19.53125,45,62.809494,2.45953369,39,92.1233444
19.140625,46,62.8517723,2.46118927,39,92.1233444
20.703125,45,62.84388,2.46088028,39,92.1233444
18.359375,45,62.74481,2.45700073,39,92.1233444
10.15625,45,62.7422752,2.45690155,39,92.1233444
10.9375,45,62.7404251,2.456829,39,92.1233444
11.71875,45,62.8519669,2.461197,39,92.1233444
14.84375,44,62.8303375,2.46035,39,92.1233444
12.890625,45,62.83599,2.46057129,39,92.1233444
13.671875,44,62.89921,2.463047,39,92.1233444
21.875,44,63.0618973,2.46941757,39,92.1233444
17.578125,45,63.1532745,2.47299576,39,92.1233444
8.203125,43,63.1789932,2.47400284,39,92.1233444
7.03125,44,63.1819153,2.47411728,39,92.1233444
5.46875,43,63.1800652,2.4740448,39,92.1235046
9.375,43,63.1800652,2.4740448,39,92.1235046
7.421875,43,63.21757,2.47551346,39,92.1235046
7.8125,43,63.2164,2.47546768,39,92.1235046
8.59375,44,63.2120171,2.475296,39,92.1235046
6.640625,43,63.1863976,2.47429276,39,92.1235046
6.25,44,63.1900978,2.47443771,39,92.1235046
6.538457,44,63.19068,2.4744606,39,92.1235046
5.078125,44,63.1867867,2.474308,39,92.1235046
8.984375,44,63.0725174,2.46983337,39,92.1235046
8.203125,44,63.03345,2.46830368,39,92.1235046
8.984375,43,62.96604,2.465664,39,92.1235046
6.640625,44,62.9568825,2.46530533,39,92.1235046
5.46875,44,62.9322357,2.46434021,39,92.1235046
7.421875,43,62.93857,2.46458817,39,92.1235046
7.03125,44,62.93925,2.46461487,39,92.1235046
7.8125,43,62.9373,2.46453857,39,92.1235046
10.546875,44,62.9399338,2.46464157,39,92.1235046
7.421875,42,62.9137268,2.46361542,39,92.1235046
10.15625,43,62.91733,2.46375656,39,92.1235046
5.859375,43,62.9101219,2.46347427,39,92.1235046
4.6875,43,62.9067154,2.46334076,39,92.1235046
4.615384,43,62.90652,2.46333313,39,92.1235046
5.078125,43,62.901844,2.46315,39,92.1235046
7.421875,44,62.8803139,2.462307,39,92.1235046
6.53846264,43,62.8837242,2.46244049,39,92.1235046
8.59375,43,62.87583,2.4621315,39,92.1235046
7.8125,43,62.8784637,2.4622345,39,92.1235046
7.05605125,43,62.8765144,2.4621582,39,92.1235046
8.954329,43,62.8792419,2.462265,39,92.1235046
7.421875,43,62.87476,2.46208954,39,92.1238
6.640625,42,62.84914,2.46108627,39,92.1238
6.640625,42,62.8474846,2.46102142,39,92.1238
8.203125,42,62.92922,2.464222,39,92.1238
17.1875,45,62.6835327,2.45460129,39,92.1238
13.671875,43,62.67613,2.45431137,39,92.1238
5.859375,42,62.67798,2.45438385,39,92.1238
7.421875,43,62.67564,2.4542923,39,92.1238
14.0625,45,62.7450027,2.45700836,39,92.1238
16.40625,42,62.7550354,2.45740128,39,92.1238
7.421875,44,62.7670174,2.45787048,39,92.1238
23.828125,45,62.77072,2.45801544,39,92.1238
28.125,44,62.77627,2.45823288,39,92.1238
16.015625,43,62.7960472,2.45900726,39,92.1238
16.40625,44,62.7955627,2.45898819,39,92.1238
16.015625,44,62.7490959,2.45716858,39,92.1238
14.453125,44,62.7467575,2.457077,39,92.1238
14.453125,45,62.8255653,2.460163,39,92.1238
23.4375,45,62.9298973,2.46424866,39,92.1238
15.234375,44,62.8423233,2.46081924,39,92.1238
21.484375,45,63.15639,2.47311783,39,92.1238
19.921875,44,63.55609,2.48876953,39,92.1238
8.984375,43,63.24056,2.47641373,39,92.1238
49.21875,47,64.47571,2.52478027,39,92.1238
50.390625,48,64.54799,2.52761078,39,92.1238
50,48,65.171936,2.552044,39,92.1238
45.3125,48,65.66321,2.57128143,39,92.1238
45.703125,48,66.2036743,2.59244537,39,92.1238
44.53125,48,67.2699,2.63419724,39,92.1238
36.328125,48,68.32054,2.67533875,39,92.1238
41.40625,47,69.2684,2.71245575,39,92.12301
23.4375,48,69.69216,2.72904968,39,92.12301
18.359375,46,69.9111557,2.73762512,39,92.12301
12.890625,46,69.96415,2.73970032,39,92.12301
14.0625,45,70.07939,2.744213,39,92.12301
8.59375,47,70.117775,2.745716,39,92.12301
16.40625,45,70.04559,2.7428894,39,92.12301
13.28125,46,70.01802,2.74180984,39,92.12301
18.75,45,72.38018,2.83430862,39,92.12301
8.984375,45,72.3571854,2.83340836,39,92.12301
8.984375,45,72.4294739,2.83623886,39,92.12301
12.890625,45,72.5867,2.84239578,39,92.12301
11.3591251,45,72.67418,2.84582138,39,92.12301
11.1188774,45,72.8275146,2.85182571,39,92.12301
15.8730145,45,72.89785,2.85458,39,92.12301
17.1875,46,73.00277,2.85868835,39,92.12301
19.53125,45,73.13545,2.863884,39,92.12301
17.1875,45,73.10359,2.86263657,39,92.12301
12.890625,45,73.0736847,2.86146545,39,92.12301
28.125,47,73.3085556,2.87066269,39,92.12301
46.09375,48,73.30174,2.87039566,39,92.12301
58.984375,48,73.28391,2.86969757,39,92.12301
51.171875,47,73.3521042,2.87236786,39,92.12301
47.265625,48,73.46861,2.87693024,39,92.12301
25,47,73.78083,2.88915634,39,92.12301
31.640625,46,73.59272,2.88179016,39,92.12301
34.765625,46,73.63188,2.88332367,39,92.12301
13.3246536,45,73.7713852,2.88878632,39,92.12301
23.353363,46,73.8154144,2.89051056,39,92.12301
20.703125,45,74.03412,2.89907455,39,92.12301
21.484375,47,73.98833,2.89728165,39,92.12347
28.125,46,74.03012,2.89891815,39,92.12347
7.8125,45,74.0287552,2.89886475,39,92.12347
10.546875,46,74.0273,2.89880753,39,92.12347
6.640625,45,74.02408,2.89868164,39,92.12347
9.765625,46,74.08974,2.90125275,39,92.12347
5.859375,45,74.0648041,2.90027618,39,92.12347
8.984375,45,74.06334,2.900219,39,92.12347
9.765625,45,74.06656,2.90034485,39,92.12347
11.328125,46,74.06646,2.900341,39,92.12347
9.765625,46,74.05974,2.90007782,39,92.12347
8.203125,47,74.05954,2.90007019,39,92.12347
10.546875,46,74.05954,2.90007019,39,92.12347
8.59375,46,74.05954,2.90007019,39,92.12347
10.15625,46,74.05818,2.90001678,39,92.12347
11.71875,48,73.9516,2.89584351,39,92.12347
19.53125,45,72.61641,2.84355927,39,92.12347
13.671875,46,72.5846558,2.84231567,39,92.12347
8.59375,46,72.58017,2.8421402,39,92.12347
12.890625,45,72.5778351,2.84204865,39,92.12347
10.546875,45,72.54764,2.840866,39,92.12347
15.625,45,72.7151947,2.84742737,39,92.12347
11.71875,46,72.70292,2.84694672,39,92.12347
13.28125,45,72.70613,2.8470726,39,92.12347
7.03125,45,72.70604,2.84706879,39,92.12347
16.40625,45,72.69152,2.8465004,39,92.12347
13.28125,47,72.69064,2.846466,39,92.12347
26.5625,48,71.59071,2.80339432,39,92.12347
22.265625,46,70.60437,2.76477051,39,92.12347
11.328125,45,70.58976,2.7641983,39,92.12347
10.9375,45,70.58284,2.76392746,40,92.12347
12.890625,45,70.58187,2.76388931,40,92.12347
12.5,44,70.57787,2.763733,40,92.12347
15.6808014,45,70.58372,2.76396179,40,92.12347
15.5829315,45,70.58284,2.76392746,40,92.12347
14.0625,45,70.58304,2.763935,40,92.12347
15.234375,45,70.58245,2.7639122,40,92.12347
10.546875,44,70.58226,2.76390457,40,92.12347
9.765625,45,70.56014,2.76303864,40,92.12347
9.765625,45,70.55605,2.76287842,40,92.12347
15.625,44,70.53657,2.76211548,40,92.12347
15.234375,45,70.5356,2.76207733,40,92.12347
10.9375,44,70.53511,2.76205826,40,92.12347
12.5,44,70.53647,2.76211166,40,92.12347
9.765625,44,70.54115,2.76229477,40,92.12347
11.328125,44,70.5160141,2.76131058,40,92.12347
9.765625,44,70.5160141,2.76131058,40,92.12347
8.984375,45,70.5119247,2.76115036,40,92.12347
10.15625,44,70.5159149,2.76130676,40,92.12347
7.421875,45,70.5155258,2.7612915,40,92.12347
14.0625,44,70.5112457,2.76112366,40,92.12347
9.765625,44,70.51543,2.76128769,40,92.12347
9.765625,44,70.50384,2.76083374,40,92.12347
7.03125,44,70.50287,2.76079559,40,92.12347
9.375,45,70.4714,2.75956345,40,92.12347
10.15625,45,70.4750061,2.75970459,40,92.12347
16.40625,44,70.4688644,2.75946426,40,92.12347
10.15625,44,70.4433441,2.75846481,40,92.12347
10.546875,44,70.43652,2.75819778,40,92.12347
11.328125,45,70.44188,2.75840759,40,92.12347
8.984375,44,70.4409,2.75836945,39,92.12347
10.15625,45,70.4363251,2.75819016,39,92.12347
12.109375,44,70.4363251,2.75819016,39,92.12347
8.203125,45,70.441,2.75837326,39,92.12347
7.428074,44,70.4409,2.75836945,39,92.12347
11.3040867,45,70.43662,2.7582016,39,92.12347
10.546875,44,70.4435349,2.75847244,39,92.12347
8.984375,44,70.44373,2.75848,39,92.12347
8.59375,45,70.4472351,2.7586174,39,92.12347
14.84375,45,70.442955,2.75844955,39,92.12347
8.984375,45,70.4470444,2.75860977,39,92.12347
7.421875,44,70.44685,2.75860214,39,92.12347
12.890625,45,70.40993,2.75715637,39,92.12347
12.109375,44,70.38421,2.75614929,39,92.12347
12.109375,44,70.3891754,2.75634384,39,92.12347
7.8125,44,70.40525,2.75697327,39,92.12347
8.203125,44,70.40116,2.756813,39,92.12347
7.421875,44,70.40233,2.75685883,39,92.12347
9.375,44,70.4068146,2.7570343,39,92.12347
9.765625,44,70.40642,2.757019,39,92.12347
8.25272751,44,70.40214,2.7568512,39,92.12347
8.59375,44,70.40633,2.75701523,39,92.12347
9.765625,44,70.38129,2.75603485,39,92.12347
7.03125,44,70.3771,2.75587082,39,92.12347
10.6026764,44,70.37583,2.75582123,39,92.12347
14.7836571,44,70.37983,2.75597763,39,92.12347
19.140625,45,70.37018,2.7556,39,92.12347
14.0625,44,70.330246,2.754036,39,92.12347
9.765625,45,70.33063,2.75405121,39,92.12347
8.984375,44,70.31505,2.75344086,39,92.12347
11.71875,45,70.31602,2.753479,39,92.1234741
11.71875,45,70.31203,2.7533226,39,92.1234741
19.9838753,44,70.34398,2.75457382,39,92.1234741
14.7956734,44,70.39853,2.75671,39,92.1234741
24.21875,46,70.32995,2.75402451,39,92.1234741
9.765625,45,70.3392,2.754387,39,92.1234741
8.984375,45,70.3233261,2.753765,39,92.1234741
9.375,44,70.32576,2.75386047,39,92.1234741
14.0625,44,70.32391,2.753788,39,92.1234741
15.234375,44,70.30287,2.752964,39,92.1234741
23.046875,45,70.31573,2.75346756,39,92.1234741
25,47,70.41733,2.75744629,39,92.1234741
12.109375,45,70.38772,2.75628662,39,92.1234741
25.390625,46,70.59366,2.764351,39,92.1234741
56.40244,48,71.60182,2.80382919,39,92.1234741
39.673912,45,72.26347,2.82973862,39,92.1234741
14.453125,47,72.2270355,2.828312,39,92.1234741
17.96875,46,72.2412643,2.82886887,39,92.1234741
27.34375,45,72.01116,2.81985855,39,92.1234741
16.796875,46,71.88852,2.81505585,39,92.1234741
17.1875,46,71.8726349,2.814434,39,92.1234741
25.78125,47,71.9568,2.81773,39,92.1234741
32.03125,46,71.92583,2.81651688,39,92.1234741
46.875,48,72.30098,2.83120728,39,92.1234741
30.46875,47,72.85099,2.852745,39,92.1234741
36.71875,48,72.7515259,2.84885025,39,92.1234741
27.34375,47,73.0484543,2.86047745,39,92.1234741
18.359375,48,73.15279,2.864563,39,92.1234741
31.640625,47,73.07076,2.861351,39,92.1234741
35.9375,48,73.19536,2.86623,39,92.1234741
29.6875,47,73.26852,2.86909485,39,92.1235352
23.828125,49,73.2323761,2.8676796,39,92.1235352
32.03125,48,73.27933,2.86951828,39,92.1235352
32.421875,49,73.38211,2.87354279,39,92.1235352
29.296875,48,73.44923,2.876171,39,92.1235352
21.875,47,73.4014,2.874298,39,92.1235352
24.609375,47,73.4954,2.87797928,39,92.1235352
20.703125,47,73.56077,2.880539,39,92.1235352
28.90625,49,73.58483,2.88148117,39,92.1235352
26.953125,47,73.6387,2.8835907,39,92.1235352
20.703125,49,73.7320251,2.88724518,39,92.1235352
93.359375,49,74.62017,2.92202377,39,92.1235352
39.84375,49,74.9189453,2.93372345,39,92.1235352
94.921875,50,75.4000854,2.95256424,39,92.1235352
63.28125,48,75.6170349,2.96105957,39,92.1235352
43.75,50,75.8260956,2.969246,39,92.1235352
21.484375,48,75.97768,2.97518158,39,92.1235352
19.140625,47,76.066124,2.97864532,39,92.1235352
24.28075,47,76.1729,2.98282623,39,92.1235352
38.9723549,50,76.24908,2.98580933,39,92.1235352
43.75,48,76.26544,2.9864502,39,92.1235352
12.890625,47,76.20456,2.984066,39,92.1235352
12.109375,47,76.36685,2.9904213,39,92.1235352
36.71875,47,76.4421539,2.99337,39,92.1235352
25.78125,47,76.63942,3.00109482,39,92.1235352
23.9521332,50,77.23328,3.02434921,39,92.1235352
24.4891815,47,77.20249,3.02314377,39,92.1235352
23.828125,47,77.67671,3.04171371,39,92.1235352
25,47,77.7374039,3.04409027,39,92.1235352
34.375,47,77.95659,3.05267334,39,92.1235352
29.6875,47,78.01436,3.05493546,40,92.1235352
19.53125,48,78.07768,3.057415,40,92.1235352
19.140625,48,78.2128,3.062706,40,92.1235352
18.359375,48,78.19263,3.06191635,40,92.1235352
22.265625,50,78.1601944,3.060646,40,92.1235352
31.640625,50,78.137886,3.05977249,40,92.1235352
18.75,49,78.22049,3.06300735,40,92.1235352
22.265625,48,78.36555,3.06868744,40,92.1235352
22.65625,48,78.43442,3.07138443,40,92.1235352
25.78125,48,78.44514,3.071804,40,92.1235352
33.203125,47,78.4857559,3.07339478,40,92.1235352
38.28125,47,77.3568,3.02918625,40,92.1235352
12.109375,48,77.35202,3.02899933,40,92.1235352
15.234375,47,77.3304,3.02815247,40,92.1235352
25.78125,47,77.32562,3.02796555,40,92.1235352
17.96875,48,77.4009247,3.03091431,40,92.1235352
17.96875,47,77.39908,3.03084183,40,92.1235352
17.578125,47,77.403656,3.031021,40,92.1235352
17.1875,48,77.4005356,3.030899,40,92.1235352
