CPU Total,CPU Package Temperature,Memory,Used Memory,Temperature,Used Space
16.40625,43,56.2279358,2.201809,38,92.12031
23.4375,46,56.134903,2.198166,38,92.12031
16.1538429,46,56.2482,2.20260239,38,92.12031
26.953125,46,56.15224,2.198845,38,92.12031
28.0769234,45,56.1268158,2.19784927,38,92.12031
28.125,46,56.27333,2.20358658,38,92.12031
28.8461514,47,56.477417,2.21157837,38,92.12031
23.828125,46,56.8964081,2.22798538,38,92.12031
50.78125,45,56.7442436,2.22202682,38,92.12031
22.3076935,47,56.2870674,2.20412445,38,92.12031
37.6923065,47,55.24783,2.16342926,38,92.12031
23.4615326,45,55.34125,2.16708755,38,92.12031
26.5625,46,55.18246,2.1608696,38,92.12034
12.6923084,45,55.23185,2.16280365,38,92.12034
29.296875,46,55.1012154,2.15768814,38,92.12034
26.538456,45,55.2102242,2.16195679,38,92.12034
17.3076935,46,55.157814,2.15990448,38,92.12034
21.484375,45,55.2097359,2.16193771,38,92.12034
25,45,55.06186,2.156147,38,92.12034
10.9375,45,54.9378471,2.151291,38,92.12034
13.0769253,44,54.9678535,2.15246582,38,92.12034
11.71875,44,55.0503654,2.15569687,38,92.12034
8.203125,44,55.0205536,2.15452957,38,92.12034
19.140625,45,55.0435448,2.15542984,38,92.12034
9.765625,44,54.9112549,2.15024948,38,92.12034
30.859375,46,54.9703865,2.152565,38,92.12034
10.546875,46,55.01948,2.15448761,38,92.12034
17.578125,46,54.99474,2.15351868,38,92.12034
23.4375,46,54.9877243,2.153244,38,92.12034
12.109375,43,55.0820236,2.15693665,38,92.12034
24.609375,44,55.0010719,2.15376663,38,92.12034
10.384613,43,54.9434,2.15150833,38,92.12034
19.53125,44,55.0414,2.155346,38,92.12034
14.84375,44,54.9903564,2.153347,38,92.12034
11.71875,44,55.0049667,2.15391922,38,92.12034
19.140625,46,55.01422,2.15428162,38,92.12034
25,44,55.2299042,2.16272736,38,92.12034
12.3076916,44,55.2263947,2.16259,38,92.12034
26.15385,46,55.23867,2.16307068,38,92.12034
20.7692318,43,55.264,2.1640625,38,92.12034
29.6875,47,55.28923,2.16505051,38,92.12034
23.4615383,43,55.2639,2.16405869,38,92.12034
48.4375,44,55.2564964,2.16376877,38,92.12046
19.53125,45,55.21451,2.16212463,38,92.12046
13.28125,46,55.4586372,2.17168427,38,92.12046
20.3125,46,55.1660957,2.16022873,38,92.12046
16.40625,44,55.3990173,2.16934967,38,92.12046
32.421875,45,55.50637,2.17355347,38,92.12046
9.375,43,55.4005775,2.16941071,38,92.12046
26.5625,46,55.16863,2.160328,38,92.12046
32.03125,47,55.1150475,2.15822983,38,92.12046
32.8125,45,55.1917152,2.161232,38,92.12046
15.625,46,55.26731,2.1641922,38,92.12046
24.609375,46,54.98987,2.153328,38,92.12046
25.48983,44,55.06225,2.15616226,38,92.12046
17.1394234,44,54.8265,2.14693069,38,92.12046
11.328125,44,54.56455,2.136673,38,92.12046
10.9375,44,54.3854,2.12965775,38,92.12046
12.109375,43,54.2312851,2.123623,38,92.12046
14.0625,46,54.34302,2.12799835,38,92.12046
23.4375,46,54.19076,2.122036,38,92.12046
11.71875,44,54.043663,2.11627579,38,92.12046
16.015625,46,54.2162857,2.12303543,38,92.12046
12.5,45,54.3244171,2.12726974,38,92.12046
17.578125,46,54.45749,2.13248062,38,92.12046
26.171875,46,54.3640633,2.12882233,38,92.12046
27.34375,47,54.4251442,2.13121414,38,92.12046
31.640625,46,54.4247551,2.131199,38,92.12046
16.796875,46,54.60371,2.13820648,38,92.12046
16.796875,44,52.0135,2.0367775,38,92.12046
12.109375,47,51.75457,2.026638,38,92.12046
23.828125,46,51.94005,2.03390121,38,92.12046
5.078125,43,51.4555969,2.01493073,38,92.12068
0.7692337,43,51.4488754,2.01466751,38,92.12068
1.15385056,43,51.4447861,2.01450729,38,92.12068
1.92307234,42,51.40163,2.01281738,38,92.12068
1.53846145,43,51.3984146,2.0126915,38,92.12068
0.7692337,42,51.3915939,2.01242447,38,92.12068
0.384616852,41,51.38877,2.01231384,38,92.12068
9.999996,42,51.4282227,2.0138588,38,92.12068
8.59375,42,51.3535042,2.010933,38,92.12068
6.640625,42,51.37864,2.011917,38,92.12068
13.07692,42,51.58867,2.0201416,38,92.12068
4.296875,42,51.676342,2.02357483,38,92.12068
0.7692337,43,51.6909561,2.024147,38,92.12068
0.78125,43,51.70099,2.02454,38,92.12068
1.53846741,42,51.6656265,2.02315521,38,92.12068
11.153841,42,51.82393,2.029354,38,92.12068
6.25,42,51.8996239,2.032318,38,92.12068
6.153846,42,52.97812,2.07455063,38,92.12068
4.23076725,42,53.0517654,2.07743454,38,92.12068
8.461541,42,53.9826775,2.11388779,38,92.12068
1.9230783,42,53.94683,2.112484,38,92.12068
1.15384459,41,53.94771,2.11251831,38,92.12068
1.953125,41,53.8469772,2.108574,38,92.12068
5.46875,42,53.74625,2.10462952,38,92.12068
8.984375,42,53.67192,2.101719,38,92.12068
4.6875,42,53.8483429,2.10862732,38,92.12068
3.125,41,53.8532143,2.108818,38,92.12068
2.30768919,41,53.8011932,2.106781,38,92.12068
7.8125,42,53.8032379,2.106861,38,92.12068
17.96875,42,53.96378,2.11314774,38,92.12068
6.25,42,54.0856476,2.11792,39,92.13007
11.71875,42,54.28029,2.12554169,39,92.13007
12.890625,42,54.06149,2.11697388,39,92.13007
1.171875,42,53.9422531,2.11230469,39,92.13007
3.125,41,53.7121544,2.10329437,39,92.13007
4.6153903,42,53.5443039,2.09672165,39,92.13007
19.6153812,42,53.4639359,2.09357452,39,92.13007
8.846151,42,53.5483971,2.09688187,39,92.13007
5.46875,42,53.59282,2.09862137,39,92.13007
16.9230766,42,53.7707024,2.105587,39,92.13007
13.4615364,44,53.8252525,2.10772324,39,92.13007
13.07692,44,53.8067436,2.10699844,39,92.13007
22.265625,45,54.73376,2.143299,39,92.13007
15.7692318,42,54.69937,2.14195251,39,92.13007
7.8125,45,54.62134,2.138897,39,92.13007
21.484375,43,54.81189,2.14635849,39,92.13007
23.828125,42,54.8509521,2.14788818,39,92.13007
7.8125,42,54.8558235,2.148079,39,92.13007
9.765625,44,54.9925957,2.15343475,39,92.13007
36.328125,46,55.0604,2.15608978,39,92.13007
11.71875,42,55.05543,2.15589523,39,92.13007
4.6875,42,55.1188469,2.1583786,39,92.13007
8.984375,45,55.1441765,2.15937042,39,92.13007
13.28125,42,55.161808,2.160061,39,92.13007
17.1875,46,55.2976074,2.16537857,39,92.13007
15.625,42,55.27306,2.16441727,39,92.13007
14.0625,43,55.4681854,2.172058,39,92.13007
26.171875,42,55.87597,2.18802643,39,92.13007
26.171875,46,56.2038727,2.2008667,39,92.13007
33.4615364,46,56.33344,2.20594025,39,92.13007
34.5238075,47,56.2746964,2.20364,39,92.12865
39.453125,45,56.3117142,2.20508957,39,92.12865
26.5625,46,56.5037231,2.21260834,39,92.12865
35.9375,46,56.44985,2.21049881,39,92.12865
36.328125,46,56.52145,2.21330261,39,92.12865
28.125,46,56.57503,2.2154007,39,92.12865
30.078125,48,56.6164322,2.217022,39,92.12865
43.4615326,46,56.6959229,2.22013474,39,92.12865
30.9523754,46,56.8094139,2.22457886,39,92.12865
7.03125,43,56.84575,2.22600174,39,92.12865
2.734375,43,56.86504,2.226757,39,92.12865
2.734375,43,56.6775131,2.21941376,39,92.12865
5.078125,43,56.6661148,2.21896744,39,92.12865
4.296875,43,56.6347466,2.217739,39,92.12865
4.6875,43,56.63494,2.21774673,39,92.12865
4.6875,43,56.62588,2.217392,39,92.12865
1.96552277,43,56.62257,2.21726227,39,92.12865
6.640625,43,56.6051331,2.21657944,39,92.12865
4.26682854,43,56.5670433,2.215088,39,92.12865
9.375,43,56.53022,2.213646,39,92.12865
4.6875,44,56.5092735,2.21282578,39,92.12865
11.71875,43,56.7270966,2.22135544,39,92.12865
2.34375,43,55.5941429,2.17699051,39,92.12865
16.40625,46,55.90802,2.18928146,39,92.12865
13.28125,43,55.9581871,2.191246,39,92.12865
1.171875,43,55.93033,2.190155,39,92.12865
3.515625,42,55.9148369,2.18954849,39,92.12865
1.953125,42,55.92955,2.19012451,39,92.12865
4.6875,43,55.94046,2.19055176,39,92.12865
9.375,42,56.1411362,2.19841,39,92.12865
16.015625,42,55.9873161,2.19238663,39,92.13091
4.693699,43,55.92419,2.1899147,39,92.13091
5.859375,42,56.093792,2.196556,39,92.13091
8.203125,42,56.2343636,2.2020607,39,92.13091
2.734375,42,56.250145,2.20267868,39,92.13091
9.765625,42,56.2770348,2.20373154,39,92.13091
8.203125,43,56.0398254,2.19444275,39,92.13091
19.53125,46,56.16101,2.19918823,39,92.13091
23.828125,45,56.168705,2.19948959,39,92.13091
26.5625,45,56.34279,2.20630646,39,92.13091
27.734375,45,56.35253,2.206688,39,92.13091
28.515625,44,56.56149,2.21487045,39,92.13091
27.734375,45,56.6780968,2.21943665,39,92.13091
29.296875,45,56.9315758,2.22936249,39,92.13091
26.5625,45,57.2129135,2.24037933,39,92.13091
32.421875,45,57.2581139,2.24214935,39,92.13091
26.5625,45,57.4583054,2.24998856,39,92.13091
27.734375,46,57.65499,2.25769043,39,92.13091
27.34375,46,57.85674,2.26559067,39,92.13091
27.734375,45,58.0580025,2.27347183,39,92.13091
27.34375,45,58.10817,2.2754364,39,92.13091
15.625,44,56.1227264,2.197689,39,92.13091
8.984375,45,56.12662,2.19784164,39,92.13091
21.09375,43,56.2166367,2.20136642,39,92.13091
9.765625,43,56.3396721,2.20618439,39,92.13091
6.25,43,56.3626633,2.20708466,39,92.13091
8.59375,43,55.8731461,2.1879158,39,92.13091
11.328125,43,55.829113,2.18619156,39,92.13091
12.890625,43,55.7815742,2.18433,39,92.13091
6.640625,43,55.7958946,2.18489075,39,92.13091
7.8125,43,55.7977448,2.18496323,39,92.129
7.03125,43,55.8056335,2.18527222,39,92.129
3.125,42,55.7994957,2.185032,39,92.129
2.34375,42,55.801445,2.18510818,39,92.129
2.734375,42,55.7981339,2.18497849,39,92.129
4.6875,42,55.59921,2.17718887,39,92.129
1.5625,42,55.595314,2.17703629,39,92.129
5.46875,42,55.58937,2.17680359,39,92.129
4.6875,42,55.5681343,2.175972,39,92.129
10.9375,42,55.5694,2.17602158,39,92.129
7.421875,42,55.5725174,2.17614365,39,92.129
